# Airport database: IATA|ICAO|LAT|LON|CITY|NAME
# Source: OurAirports (public domain), scheduled-service
# large+medium airports. Add your own as extra lines.
BRL|KBRL|40.7832|-91.1255|Burlington|Southeast Iowa Regional Airport
BRM|SVBM|10.0427|-69.3586|Barquisimeto|Jacinto Lara International Airport
BRN|LSZB|46.9127|7.4988|Bern|Bern Airport
BRO|KBRO|25.9072|-97.4252|Brownsville|Brownsville South Padre Island International Airport
BRQ|LKTB|49.1513|16.694|Brno|Brno-Turany Airport
BRR|EGPR|57.0228|-7.4431|Eoligarry|Barra Airport
BRS|EGGD|51.3823|-2.7165|Bristol|Bristol Airport
BRU|EBBR|50.9014|4.4844|Zaventem|Brussels Airport
BRW|PABR|71.2854|-156.766|Utqiagvik|Wiley Post Will Rogers Memorial Airport
BRX|MDBH|18.2515|-71.1204|Barahona|Maria Montez International Airport
BSA|HCMF|11.2752|49.1392|Bosaso|Bender Qassim International Airport
BSB|SBBR|-15.8692|-47.9208|Brasilia|Presidente Juscelino Kubitschek International Airport
BSC|SKBS|6.2029|-77.3947|Bahia Solano|Jose Celestino Mutis Airport
BSD|ZPBS|25.0533|99.1683|Baoshan (Longyang)|Baoshan Yunrui Airport
BSG|FGBT|1.9055|9.8057|Bata|Bata International Airport
BSK|DAUB|34.7932|5.7389|Biskra|Biskra - Mohamed Khider Airport
BSL|LFSB|47.6007|7.5211|Bale / Mulhouse|EuroAirport BaselMulhouseFreiburg
BSO|RPUO|20.4513|121.98|Basco|Basco Airport
BSR|ORMM|30.5491|47.6621|Basra|Basra International Airport
BSZ|UCFM|43.0613|74.4776|Bishkek|Manas International Airport
BTC|VCCB|7.7051|81.6772|Batticaloa|Batticaloa International Airport
BTH|WIDD|1.121|104.119|Batam|Hang Nadim International Airport
BTI|PABA|70.134|-143.582|Barter Island|Barter Island Long Range Radar Station Airport
BTJ|WITT|5.5251|95.42|Banda Aceh|Sultan Iskandar Muda International Airport
BTK|UIBB|56.3696|101.7018|Bratsk|Bratsk Airport
BTM|KBTM|45.9548|-112.497|Butte|Bert Mooney Airport
BTR|KBTR|30.5332|-91.1496|Baton Rouge|Baton Rouge Metropolitan Airport
BTS|LZIB|48.1702|17.2127|Bratislava|M. R. Stefanik Airport
BTU|WBGB|3.1239|113.02|Bintulu|Bintulu Airport
BTV|KBTV|44.4719|-73.1533|Burlington|Patrick Leahy Burlington International Airport
BUA|AYBK|-5.4223|154.6727|Buka Island|Buka Airport
BUD|LHBP|47.4302|19.2624|Budapest|Budapest Liszt Ferenc International Airport
BUF|KBUF|42.9405|-78.7322|Buffalo|Buffalo Niagara International Airport
BUN|SKBU|3.8196|-76.9898|Buenaventura|Gerardo Tobar Lopez Airport
BUQ|FVJN|-20.0163|28.6229|Bulawayo|Joshua Mqabuko Nkomo International Airport
BUR|KBUR|34.2028|-118.3581|Burbank|Hollywood Burbank/Bob Hope Airport
BUS|UGSB|41.6094|41.6003|Batumi|Alexander Kartveli Batumi International Airport
BUX|FZKA|1.5657|30.2207|Bunia|Bunia Airport
BUZ|OIBB|28.9448|50.8346|Bushehr|Bushehr Airport
BVA|LFOB|49.4544|2.1128|Beauvais|Beauvais-Tille airport
BVB|SBBV|2.8462|-60.6906|Boa Vista|Atlas Brasil Cantanhede International Airport
BVC|GVBA|16.1365|-22.8889|Rabil|Aristides Pereira International Airport
BVE|LFSL|45.0397|1.4856|Brive|Brive Souillac airport
BVG|ENBV|70.8715|29.0341|Berlevag|Berlevag Airport
BVH|SBVH|-12.6944|-60.0983|Vilhena|Brigadeiro Camarao Airport
BVI|YBDV|-25.8975|139.348||Birdsville Airport
BVJ|USDB|70.3153|68.3336|Bovanenkovo|Bovanenkovo Airport
BWA|VNBW|27.5046|83.4104|Siddharthanagar (Bhairahawa)|Gautam Buddha International Airport
BWI|KBWI|39.1754|-76.6683|Baltimore|Baltimore/Washington International Thurgood Marshall Airport
BWK|LDSB|43.2845|16.6784|Gornji Humac|Brac Airport
BWN|WBSB|4.9442|114.928|Bandar Seri Begawan|Brunei International Airport
BWO|UWSB|51.8583|47.7456|Balakovo|Balakovo Airport
BWT|YWYY|-40.997|145.726|Burnie|Wynyard Airport
BXH|UAAH|46.8942|75.0045|Balkhash|Balkhash Airport
BXR|OIKM|29.0842|58.45|Bam|Bam Airport
BXU|RPME|8.9515|125.4788|Butuan|Bancasi Airport
BXY|UAOL|45.622|63.2108|Baikonur|Baikonur Krayniy International Airport
BYK|DIBK|7.7388|-5.0737|Bouake|Bouake Airport
BYM|MUBY|20.3964|-76.6214|Bayamo|Carlos Manuel de Cespedes Airport
BYN|ZMBH|46.1633|100.704|Bayankhongor|Bayankhongor Airport
BZE|MZBZ|17.54|-88.3036|Belize City|Philip S. W. Goldson International Airport
BZG|EPBY|53.0968|17.9777|Bydgoszcz|Ignacy Jan Paderewski Bydgoszcz Airport
BZI|LTBF|39.6193|27.926|Balkesir|Balkesir Airport
BZK|UUBP|53.2144|34.176|Bryansk|Bryansk International Airport
BZL|VGBR|22.801|90.3012|Barisal|Barisal Airport
BZN|KBZN|45.7789|-111.1537|Bozeman|Bozeman Yellowstone International Airport
BZO|LIPB|46.4592|11.3261|Bolzano (BZ)|Bolzano Airport
BZR|LFMU|43.3235|3.3539|Beziers|Beziers Vias airport
BZV|FCBB|-4.2517|15.253|Brazzaville|Maya-Maya International Airport
BZX|ZUBZ|31.7384|106.6449|Bazhong|Bazhong Enyang Airport
CAB|FNCA|-5.5984|12.1881|Cabinda|Cabinda Airport
CAC|SBCA|-25.0003|-53.5012|Cascavel|Coronel Adalberto Mendes da Silva Airport
CAE|KCAE|33.9382|-81.123|Columbia|Columbia Metropolitan Airport
CAG|LIEE|39.2515|9.0543|Cagliari|Cagliari Elmas Airport
CAH|VVCM|9.1777|105.1778|Ca Mau City|Ca Mau Airport
CAI|HECA|30.1115|31.3967|Cairo|Cairo International Airport
CAJ|SVCN|6.232|-62.8548|Canaima|Canaima Airport
CAK|KCAK|40.9161|-81.4422|Akron|Akron Canton Regional Airport
CAL|EGEC|55.4372|-5.6864|Campbeltown|Campbeltown Airport
CAN|ZGGG|23.3924|113.299|Guangzhou (Huadu)|Guangzhou Baiyun International Airport
CAP|MTCH|19.7255|-72.2007|Cap Haitien|Cap Haitien International Airport
CAT|LPCS|38.725|-9.3552|Cascais|Cascais Airport
CAW|SBCP|-21.6983|-41.3017|Campos dos Goytacazes|Bartolomeu Lisandro Airport
CAY|SOCA|4.82|-52.3613|Matoury|Cayenne  Felix Eboue Airport
CAZ|YCBA|-31.5383|145.794||Cobar Airport
CBB|SLCB|-17.4211|-66.1771|Cochabamba|Jorge Wilsterman International Airport
CBH|DAOR|31.6457|-2.2699|Bechar|Bechar Boudghene Ben Ali Lotfi Airport
CBO|RPMC|7.1648|124.2099|Datu Odin Sinsuat|Cotabato (Awang) Airport
CBQ|DNCA|4.976|8.3472|Calabar|Margaret Ekpo International Airport
CBR|YSCB|-35.3069|149.195|Canberra|Canberra Airport
CBT|FNCT|-12.4792|13.4869|Catumbela|Catumbela Airport
CCC|MUCC|22.461|-78.3284|Cayo Coco|Jardines Del Rey Airport
CCE|HECP|30.0647|31.84|New Cairo|Capital International Airport
CCF|LFMK|43.216|2.3063|Carcassonne|Carcassonne Salvaza Airport
CCJ|VOCL|11.136|75.9552|Calicut|Calicut International Airport
CCK|YPCC|-12.1922|96.8341|West Island|Cocos (Keeling) Islands Airport
CCP|SCIE|-36.7724|-73.0628|Concepcion|Carriel Sur International Airport
CCR|KCCR|37.9897|-122.057|Concord|Buchanan Field
CCS|SVMI|10.6022|-66.9912|Maiquetia|Maiquetia Simon Bolivar International Airport
CCU|VECC|22.654|88.4476|Kolkata|Netaji Subhash Chandra Bose International Airport
CCZ|MYBC|25.4171|-77.8809|Chub Cay|Chub Cay Airport
CDB|PACD|55.2079|-162.725|Cold Bay|Cold Bay Airport
CDC|KCDC|37.701|-113.099|Cedar City|Cedar City Regional Airport
CDE|ZBCD|41.1225|118.0739|Chengde|Chengde Puning Airport
CDG|LFPG|49.009|2.5541|Paris (Roissy-en-France, Val-d'Oise)|Charles de Gaulle International Airport
CDP|VOCP|14.5132|78.7692|Kadapa|Kadapa Airport
CDR|KCDR|42.8376|-103.095|Chadron|Chadron Municipal Airport
CDT|LECH|40.2139|0.0733|Castellon de la Plana|Castellon-Costa Azahar Airport
CDV|PACV|60.4918|-145.478|Cordova|Merle K (Mudhole) Smith Airport
CEB|RPVM|10.3093|123.9797|Cebu City/Lapu-Lapu City|Mactan Cebu International Airport
CEC|KCEC|41.7789|-124.2364|Crescent City|Jack Mc Namara Field Airport
CED|YCDU|-32.1306|133.71||Ceduna Airport
CEE|ULWC|59.2736|38.0158|Cherepovets|Cherepovets Airport
CEI|VTCT|19.9523|99.8829|Chiang Rai|Mae Fah Luang - Chiang Rai International Airport
CEK|USCC|55.3031|61.5049|Chelyabinsk|Kurchatov Chelyabinsk International Airport
CEN|MMCN|27.3926|-109.833|Ciudad Obregon|Ciudad Obregon International Airport
CEZ|KCEZ|37.303|-108.628|Cortez|Cortez Municipal Airport
CFE|LFLC|45.7867|3.1692|Clermont-Ferrand|Clermont-Ferrand Auvergne airport
CFG|MUCF|22.15|-80.4142|Cienfuegos|Jaime Gonzalez Airport
CFK|DAOI|36.2166|1.3411|Chlef|Chlef Aboubakr Belkaid International Airport
CFN|EIDL|55.0442|-8.341|Donegal|Donegal Airport
CFR|LFRK|49.1768|-0.4549|Caen|Caen Carpiquet airport
CFS|YCFS|-30.3206|153.116|Coffs Harbour|Coffs Harbour Airport
CFU|LGKR|39.6014|19.9122|Kerkyra (Corfu)|Corfu Ioannis Kapodistrias International Airport
CGB|SBCY|-15.6529|-56.1167|Cuiaba|Varzea GrandeMarechal Rondon International Airport
CGD|ZGCD|28.9189|111.64|Changde (Dingcheng)|Changde Taohuayuan Airport
CGH|SBSP|-23.6277|-46.6546|Sao Paulo|CongonhasDeputado Freitas Nobre Airport
CGI|KCGI|37.2253|-89.5708|Cape Girardeau|Cape Girardeau Regional Airport
CGK|WIII|-6.1256|106.656|Jakarta|Soekarno-Hatta International Airport
CGM|RPMH|9.2539|124.7091|Mambajao|Camiguin Airport
CGN|EDDK|50.8659|7.1427|Koln (Cologne)|Cologne Bonn Airport
CGO|ZHCC|34.5265|113.8492|Zhengzhou|Zhengzhou Xinzheng International Airport
CGP|VGEG|22.2496|91.8133|Chattogram (Chittagong)|Shah Amanat International Airport
CGQ|ZYCC|43.9962|125.685|Changchun|Changchun Longjia International Airport
CGR|SBCG|-20.47|-54.674|Campo Grande|Campo Grande Airport
CGY|RPMY|8.6122|124.4565|Laguindingan|Laguindingan International Airport
CHA|KCHA|35.0353|-85.2038|Chattanooga|Chattanooga Metropolitan Airport (Lovell Field)
CHC|NZCH|-43.489|172.5321|Christchurch|Christchurch International Airport
CHG|ZYCY|41.5381|120.435|Shuangta, Chaoyang|Chaoyang Airport
CHH|SPPY|-6.2019|-77.8562|Chachapoyas|Chachapoyas Airport
CHM|SPEO|-9.1496|-78.5238|Chimbote|FAP Lieutenant Jaime Andres de Montreuil Morales Airport
CHO|KCHO|38.1386|-78.4529|Charlottesville|Charlottesville Albemarle Airport
CHQ|LGSA|35.5312|24.1507|Souda|Chania International Airport
CHS|KCHS|32.8962|-80.0382|Charleston|Charleston International Airport
CHT|NZCI|-43.8119|-176.4651|Te One|Inia William Tuuta Memorial Airport
CHX|MPCH|9.459|-82.5151|Changuinola|Changuinola Captain Manuel Nino International Airport
CIA|LIRA|41.7988|12.5953|Rome|CiampinoG. B. Pastine International Airport
CID|KCID|41.8847|-91.7108|Cedar Rapids|The Eastern Iowa Airport
CIF|ZBCF|42.1597|118.841|Chifeng|Chifeng Yulong Airport
CIJ|SLCO|-11.0391|-68.7828|Cobija|Capitan Anibal Arab Airport
CIT|UAII|42.365|69.4756|Shymkent|Shymkent International Airport
CIU|KCIU|46.242|-84.4621|Kincheloe|Chippewa County International Airport
CIW|TVSC|12.699|-61.3424|Canouan|Canouan Airport
CIX|SPHI|-6.7892|-79.8283|Chiclayo|Capitan FAP Jose A. Quinones Gonzalez International Airport
CIY|LICB|36.9958|14.6089|Comiso|Comiso Airport
CJA|SPJR|-7.1392|-78.4894|Cajamarca|Mayor General FAP Armando Revoredo Iglesias Airport
CJB|VOCB|11.03|77.0434|Coimbatore|Coimbatore International Airport
CJC|SCCF|-22.4982|-68.9036|Calama|El Loa Airport
CJJ|RKTU|36.7156|127.5003|Cheongju|Cheongju International Airport/Cheongju Air Base (K-59/G-513)
CJL|OPCH|35.8862|71.7999|Chitral|Chitral Airport
CJM|VTSE|10.7112|99.3617|Chumphon|Chumphon Airport
CJS|MMCS|31.6367|-106.4285|Ciudad Juarez|Abraham Gonzalez International Airport
CJU|RKPC|33.5121|126.4925|Jeju City|Jeju International Airport
CKB|KCKB|39.2966|-80.2281|Bridgeport|North Central West Virginia Airport
CKG|ZUCK|29.7123|106.6519|Chongqing|Chongqing Jiangbei International Airport
CKH|UESO|70.6231|147.902|Chokurdah|Chokurdakh Airport
CKS|SBCJ|-6.1178|-50.0034|Parauapebas|Carajas Airport
CKY|GUCY|9.5769|-13.612|Conakry|Ahmed Sekou Toure International Airport
CKZ|LTBH|40.1377|26.4268|Canakkale|Canakkale Airport
CLD|KCRQ|33.1283|-117.28|Carlsbad|McClellan-Palomar Airport
CLE|KCLE|41.4117|-81.8498|Cleveland|Cleveland Hopkins International Airport
CLJ|LRCL|46.786|23.6857|Cluj-Napoca|Avram Iancu Cluj International Airport
CLL|KCLL|30.5886|-96.3638|College Station|Easterwood Field
CLO|SKCL|3.5427|-76.3819|Cali|Alfonso Bonilla Aragon International Airport
CLQ|MMIA|19.277|-103.577|Colima|Licenciado Miguel de la Madrid International Airport
CLT|KCLT|35.214|-80.9431|Charlotte|Charlotte Douglas International Airport
CLY|LFKC|42.5304|8.793|Calvi|Calvi Sainte Catherine Airport
CMA|YCMU|-28.03|145.622||Cunnamulla Airport
CMB|VCBI|7.1808|79.8841|Colombo|Bandaranaike International Colombo Airport
CME|MMCE|18.6515|-91.7994|Ciudad del Carmen|Ciudad del Carmen International Airport
CMF|LFLB|45.6381|5.8802|Chambery|Chambery Aix les Bains airport
CMG|SBCR|-19.0119|-57.6728|Corumba|Corumba International Airport
CMH|KCMH|39.998|-82.8919|Columbus|John Glenn Columbus International Airport
CMI|KCMI|40.0398|-88.2762|Savoy|University of Illinois Willard Airport
CMN|GMMN|33.3675|-7.59|Casablanca|Mohammed V International Airport
CMU|AYCH|-6.0243|144.971|Kundiawa|Chimbu Airport
CMW|MUCM|21.4199|-77.848|Camaguey|Ignacio Agramonte International Airport
CMX|KCMX|47.1684|-88.4891|Hancock|Houghton County Memorial Airport
CNB|YCNM|-30.9809|148.3778||Coonamble Airport
CND|LRCK|44.3622|28.4883|Constanta|Mihail Kogalniceanu International Airport
CNF|SBCF|-19.6357|-43.9669|Belo Horizonte|Tancredo Neves International Airport
CNJ|YCCY|-20.6686|140.504|Cloncurry|Cloncurry Airport
CNM|KCNM|32.3375|-104.263|Carlsbad|Cavern City Air Terminal
CNN|VOKN|11.9163|75.545|Kannur|Kannur International Airport
CNP|BGCO|70.7431|-22.6505|Neerlerit Inaat|Neerlerit Inaat Airport
CNQ|SARC|-27.4455|-58.7619|Corrientes|Corrientes Airport
CNS|YBCS|-16.8789|145.7495|Cairns|Cairns International Airport
CNX|VTCC|18.7668|98.9626|Chiang Mai|Chiang Mai International Airport
CNY|KCNY|38.755|-109.755|Moab|Canyonlands Regional Airport
COD|KCOD|44.5202|-109.024|Cody|Yellowstone Regional Airport
COK|VOCI|10.151|76.4008|Kochi|Cochin International Airport
COO|DBBB|6.3572|2.3843|Cotonou|Cotonou Cadjehoun International Airport
COQ|ZMCD|48.1354|114.6472||Choibalsan Airport
COR|SACO|-31.3123|-64.2083|Cordoba|Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport
COS|KCOS|38.8058|-104.701|Colorado Springs|City of Colorado Springs Municipal Airport
COU|KCOU|38.8181|-92.2196|Columbia|Columbia Regional Airport
COV|LTDB|36.8915|35.0712|Tarsus|Cukurova International Airport
CPC|SAZY|-40.0754|-71.1373|Chapelco/San Martin de los Andes|Aviador C. Campos Airport
CPD|YCBP|-29.0383|134.7222|Coober Pedy|Coober Pedy Airport
CPE|MMCP|19.816|-90.5001|Campeche|Ingeniero Alberto Acuna Ongay International Airport
CPH|EKCH|55.6179|12.656|Copenhagen|Copenhagen Kastrup Airport
CPO|SCAT|-27.2612|-70.7792|Copiapo|Desierto de Atacama Airport
CPR|KCPR|42.9074|-106.4616|Casper|Casper-Natrona County International Airport
CPT|FACT|-33.974|18.6043|Cape Town|Cape Town International Airport
CPV|SBKG|-7.2697|-35.8961|Campina Grande|Presidente Joao Suassuna Airport
CPX|TJCP|18.313|-65.3039|Culebra|Benjamin Rivera Noriega Airport
CQW|ZUWL|29.4657|107.6937|Wulong|Chongqing Xiannushan Airport
CRA|LRCV|44.3181|23.8886|Craiova|Craiova International Airport
CRD|SAVC|-45.7869|-67.4634|Comodoro Rivadavia|General Enrique Mosconi International Airport
CRI|MYCI|22.7456|-74.1824|Colonel Hill|Colonel Hill Airport
CRK|RPLC|15.186|120.56|Mabalacat|Clark International Airport / Clark Air Base
CRL|EBCI|50.462|4.4596|Charleroi|Brussels South Charleroi Airport
CRM|RPVF|12.5016|124.6353|Catarman|Catarman National Airport
CRP|KCRP|27.7704|-97.5012|Corpus Christi|Corpus Christi International Airport
CRV|LIBC|38.9972|17.0802|Isola di Capo Rizzuto (KR)|Crotone Sant'Anna Pythagoras Airport
CRW|KCRW|38.3731|-81.5932|Charleston|Yeager Airport
CRZ|UTAV|38.9307|63.564|Turkmenabat|Turkmenabat International Airport
CSG|KCSG|32.5164|-84.9396|Columbus|Columbus Airport
CSK|GOGS|12.3953|-16.748|Cap Skirring|Cap Skirring Airport
CSW|MMSL|22.9491|-109.9395|Cabo San Lucas|Cabo San Lucas International Airport
CSX|ZGHA|28.1892|113.22|Changsha (Changsha)|Changsha Huanghua International Airport
CSY|UWKS|56.0903|47.3473|Cheboksary|Cheboksary Airport
CTA|LICC|37.4668|15.0664|Catania|Catania-Fontanarossa Airport
CTC|SANC|-28.5931|-65.7512|Catamarca|Coronel Felipe Varela International Airport
CTD|MPCE|7.9878|-80.4098|Chitre|Alonso Valderrama Airport
CTG|SKCG|10.4424|-75.513|Cartagena|Rafael Nunez International Airport
CTL|YBCV|-26.4133|146.262|Charleville|Charleville Airport
CTM|MMCM|18.505|-88.328|Chetumal|Chetumal International Airport
CTN|YCKN|-15.4436|145.1832||Cooktown Airport
CTS|RJCC|42.7748|141.6904|Sapporo|New Chitose Airport
CTU|ZUUU|30.5583|103.946|Chengdu (Shuangliu)|Chengdu Shuangliu International Airport
CUC|SKCC|7.9276|-72.5115|Cucuta|Camilo Daza International Airport
CUE|SECU|-2.8895|-78.9844|Cuenca|Mariscal Lamar Airport
CUF|LIMZ|44.5475|7.623|Levaldigi (CN)|Cuneo International Airport
CUK|MZCK|17.735|-88.0329|Caye Caulker|Caye Caulker Airport
CUL|MMCL|24.765|-107.4752|Culiacan|Bachigualato Federal International Airport
CUM|SVCU|10.4503|-64.1305|Cumana|Antonio Jose de Sucre Airport
CUN|MMUN|21.0408|-86.8735|Cancun|Cancun International Airport
CUP|SVCP|10.66|-63.2617|Carupano|General Francisco Bermudez Airport
CUQ|YCOE|-13.7611|143.1133|Coen|Coen Airport
CUR|TNCC|12.1889|-68.9598|Willemstad|Hato International Airport
CUU|MMCU|28.7026|-105.9638|Chihuahua|General Roberto Fierro Villalobos International Airport
CUZ|SPZO|-13.5357|-71.9388|Cusco|Alejandro Velasco Astete International Airport
CVG|KCVG|39.0488|-84.6678|Cincinnati / Covington|Cincinnati Northern Kentucky International Airport
CVM|MMCV|23.7033|-98.9565|Ciudad Victoria|General Pedro Jose Mendez International Airport
CVN|KCVN|34.4266|-103.0788|Clovis|Clovis Municipal Airport
CVQ|YCAR|-24.8843|113.6664|Carnarvon|Carnarvon Airport
CWA|KCWA|44.7774|-89.6702|Mosinee|Central Wisconsin Airport
CWB|SBCT|-25.5285|-49.1758|Curitiba|Curitiba-Afonso Pena International Airport
CWC|UKLN|48.2593|25.9808|Chernivtsi|Chernivtsi International Airport
CWJ|ZPCW|23.2763|99.3732|Lincang (Cangyuan)|Cangyuan Washan Airport
CWL|EGFF|51.3967|-3.3433|Cardiff|Cardiff International Airport
CXB|VGCB|21.4575|91.9633|Cox's Bazar|Cox's Bazar Airport
CXI|PLCH|1.9863|-157.35|Kiritimati|Cassidy International Airport
CXJ|SBCX|-29.1972|-51.1876|Caxias Do Sul|Hugo Cantergiani Regional Airport
CXP|WAHL|-7.6451|109.034|Cilacap|Tunggul Wulung Airport
CXR|VVCR|11.9982|109.219|Nha Trang/nha Trang aiurportCam Ranh|Cam Ranh International Airport / Cam Ranh Air Base
CYA|MTCA|18.2711|-73.7883|Les Cayes|Antoine-Simon International Airport
CYB|MWCB|19.687|-79.8828|West End|Charles Kirkconnell International Airport
CYC|MZCP|17.6838|-88.045|Caye Chapel|Caye Chapel Airport
CYI|RCKU|23.4626|120.3905|Shuishang|Chiayi Airport
CYO|MUCL|21.6165|-81.546|Cayo Largo del Sur|Vilo Acuna International Airport
CYP|RPVC|12.0726|124.5451|Calbayog City|Calbayog Airport
CYS|KCYS|41.1557|-104.812|Cheyenne|Cheyenne Regional Jerry Olson Field
CYX|UESS|68.7406|161.338|Cherskiy|Cherskiy Airport
CYZ|RPUY|16.9299|121.753|Cauayan City|Cauayan Airport
CZE|SVCR|11.4149|-69.6809|Coro|Jose Leonardo Chirinos Airport
CZH|MZCZ|18.3822|-88.4119|Corozal|Corozal Airport
CZL|DABC|36.276|6.6204|Constantine|Mohamed Boudiaf International Airport
CZM|MMCZ|20.5149|-86.9285|Cozumel|Cozumel International Airport
CZS|SBCZ|-7.5999|-72.7695|Cruzeiro Do Sul|Cruzeiro do Sul Airport
CZU|SKCZ|9.3327|-75.2856|Corozal|Las Brujas Airport
CZX|ZSCG|31.9205|119.7755|Changzhou|Changzhou Benniu International Airport
DAB|KDAB|29.1825|-81.0595|Daytona Beach|Daytona Beach International Airport
DAC|VGHS|23.8433|90.3978|Dhaka|Hazrat Shahjalal International Airport
DAD|VVDN|16.0439|108.199|Da Nang|Da Nang International Airport
DAL|KDAL|32.8448|-96.8477|Dallas|Dallas Love Field
DAM|OSDI|33.4115|36.5156|Damascus|Damascus International Airport
DAR|HTDA|-6.8735|39.2073|Dar es Salaam|Julius Nyerere International Airport
DAT|ZBDT|40.0614|113.4805|Datong|Datong Yungang International Airport
DAU|AYDU|-9.0868|143.208|Daru|Daru Airport
DAV|MPDA|8.389|-82.4364|David|Enrique Malek International Airport
DAY|KDAY|39.9024|-84.2194|Dayton|James M. Cox Dayton International Airport
DBB|HEAL|30.9243|28.4616|El Alamein|El Alamein International Airport
DBC|ZYBA|45.5053|123.0197|Baicheng|Baicheng Chang'an Airport
DBO|YSDU|-32.2167|148.575|Dubbo|Dubbo City Regional Airport
DBQ|KDBQ|42.402|-90.7095|Dubuque|Dubuque Regional Airport
DBR|VEDH|26.1928|85.9169|Darbhanga|Darbhanga Airport
DBV|LDDU|42.5622|18.2655|Dubrovnik|Dubrovnik Ruer Boskovic Airport
DCA|KDCA|38.8521|-77.0377|Washington|Ronald Reagan Washington National Airport
DCF|TDCF|15.3367|-61.3921|Canefield|Canefield Airport
DCM|LFCK|43.5563|2.2892|Castres|Castres Mazamet Airport
DCY|ZUDC|29.3163|100.0603|Garze (Daocheng)|Daocheng Yading Airport
DDC|KDDC|37.7634|-99.9656|Dodge City|Dodge City Regional Airport
DDG|ZYDD|40.0255|124.2867|Dandong (Zhenxing)|Dandong Langtou International Airport
DDR|ZUDR|28.6046|86.798|Xigaze (Dingri)|Shigatse Tingri Airport
DEA|OPDG|29.961|70.4859|Dera Ghazi Khan|Dera Ghazi Khan Airport
DEB|LHDC|47.4895|21.6163|Debrecen|Debrecen International Airport
DEC|KDEC|39.8346|-88.8657|Decatur|Decatur Airport
DED|VIDN|30.1892|78.1767|Dehradun (Jauligrant)|Dehradun Jolly Grant Airport
DEF|OIAD|32.4344|48.3976|Dezful|Dezful Airport
DEL|VIDP|28.5556|77.0952|New Delhi|Indira Gandhi International Airport
DEN|KDEN|39.86|-104.6738|Denver|Denver International Airport
DFW|KDFW|32.8968|-97.038|Dallas-Fort Worth|Dallas Fort Worth International Airport
DGA|MZPB|16.9825|-88.231|Dangriga|Dangriga Airport
DGO|MMDO|24.1255|-104.5279|Durango|General Guadalupe Victoria International Airport
DGT|RPVD|9.3342|123.3019|Dumaguete City|Sibulan Airport
DHM|VIGG|32.1649|76.263|Kangra|Kangra Airport
DHN|KDHN|31.3213|-85.4496|Dothan|Dothan Regional Airport
DHX|WARD|-7.7495|111.9468|Kediri|Dhoho International Airport
DIA|OTBD|25.2594|51.5655|Doha|Doha International Airport
DIB|VEMN|27.4839|95.0169|Dibrugarh|Dibrugarh Airport
DIE|FMNA|-12.3494|49.2917|Antisiranana|Arrachart Airport
DIG|ZPDQ|27.7936|99.6772|Diqing (Shangri-La)|Diqing Shangri-La Airport
DIJ|LFSD|47.2689|5.09|Dijon|Dijon Longvic airport
DIK|KDIK|46.7975|-102.8019|Dickinson|Dickinson Theodore Roosevelt Regional Airport
DIL|WPDL|-8.5466|125.5245|Dili|Presidente Nicolau Lobato International Airport
DIN|VVDB|21.3975|103.008|Dien Bien Phu|Dien Bien Phu Airport
DIR|HADR|9.6235|41.855|Dire Dawa|Aba Tenna Dejazmach Yilma International Airport
DIY|LTCC|37.8939|40.201|Diyarbakr|Diyarbakr Airport
DJE|DTTJ|33.8737|10.7773|Mellita|Djerba Zarzis International Airport
DJG|DAAJ|24.2854|9.4637|Djanet|Tiska Djanet Airport
DJJ|WAJJ|-2.5796|140.5199|Sentani|Dortheys Hiyo Eluay International Airport
DKA|DNKT|13.0078|7.6604|Katsina|Umaru Musa Yar'adua Airport
DKR|GOOY|14.7423|-17.4792|Dakar|Leopold Sedar Senghor International Airport
DLA|FKKD|4.0061|9.7195|Douala|Douala International Airport
DLC|ZYTL|38.9657|121.5385|Dalian (Ganjingzi)|Dalian Zhoushuizi International Airport
DLE|LFGJ|47.039|5.4276|Dole|Dole Tavaux Airport
DLG|PADL|59.0447|-158.505|Dillingham|Dillingham Airport
DLH|KDLH|46.8419|-92.1987|Duluth|Duluth International Airport
DLI|VVDL|11.7506|108.367|Da Lat|Lien Khuong Airport
DLM|LTBS|36.7131|28.7925|Dalaman|Dalaman International Airport
DLU|ZPDL|25.6494|100.319|Dali (Xiaguan)|Dali Fengyi Airport
